ID,RESOLUTION,CHM,CHD,IFN,IRN,OPN,SMQ,SCOH,SCOP,CMQ,CCOH,CCOP,SERVICES,K,NMI,NMI_filtered,penalty_swm,penalty_mean,score_swm,penalty_rel_swm,H_global,n_clusters
04_03_10_51_28_304098,0.4,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,5,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_51_28_308766,0.5,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,5,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_51_28_313390,0.5,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,5,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_51_28_322898,0.6,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,5,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_51_28_327146,0.6,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,5,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_51_28_331273,0.6,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,5,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_51_28_334792,0.7,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,5,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_51_28_348429,0.8,0.5769704478528008,0.2687461394814336,1.25,48.0,71.0,0.189375,0.2966666666666667,0.1072916666666666,0.3933333333333333,0.4533333333333333,0.06,5,5,0.5783997122360013,0.6411421220757749,0.5141782770232314,0.5042731438417405,0.4858217229767686,0.5468938946540833,0.9401792231534328,5.0
04_03_10_51_28_357521,0.8,0.5769704478528008,0.2687461394814336,1.25,48.0,71.0,0.189375,0.2966666666666667,0.1072916666666666,0.3933333333333333,0.4533333333333333,0.06,5,5,0.5783997122360013,0.6411421220757749,0.5141782770232314,0.5042731438417405,0.4858217229767686,0.5468938946540833,0.9401792231534328,5.0
04_03_10_58_28_721340,0.3,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,7,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_58_28_725215,0.3,0.569574534942182,0.3046304932229302,1.25,65.0,71.0,0.2445987654320987,0.3629629629629629,0.1183641975308641,0.5938271604938271,0.6,0.0061728395061728,9,7,0.6313215571335747,0.6715542130054729,0.40499982980459354,0.39970850804917546,0.5950001701954064,0.43076875113895113,0.9401792231534328,9.0
04_03_10_58_28_729494,0.3,0.6466773683832507,0.2616635782518136,1.0,57.0,71.0,0.2711226851851852,0.3537037037037037,0.0825810185185185,0.7049382716049383,0.7111111111111111,0.0061728395061728,9,7,0.6724285620080179,0.6915540320252039,0.3759721045930273,0.3653025327913711,0.6240278954069727,0.39989407905865887,0.9401792231534327,9.0
04_03_10_58_28_733471,0.4,0.5769704478528008,0.2687461394814336,1.25,57.0,71.0,0.2677827380952381,0.3666666666666667,0.0988839285714285,0.6035714285714286,0.6125,0.0089285714285714,8,7,0.6343657134100581,0.6915540320252039,0.4176515796083002,0.39384061280168486,0.5823484203916998,0.44422549373880543,0.9401792231534327,8.0
04_03_10_58_28_740144,0.4,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,7,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_58_28_747168,0.4,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,7,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_58_28_753074,0.5,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,7,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_58_28_796995,0.7,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,7,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_58_28_816620,0.9,0.5769704478528008,0.2687461394814336,1.25,48.0,71.0,0.189375,0.2966666666666667,0.1072916666666666,0.3933333333333333,0.4533333333333333,0.06,5,7,0.5783997122360013,0.6411421220757749,0.5141782770232314,0.5042731438417405,0.4858217229767686,0.5468938946540833,0.9401792231534328,5.0
04_03_10_58_28_820970,0.9,0.5769704478528008,0.2687461394814336,1.25,48.0,71.0,0.189375,0.2966666666666667,0.1072916666666666,0.3933333333333333,0.4533333333333333,0.06,5,7,0.5783997122360013,0.6411421220757749,0.5141782770232314,0.5042731438417405,0.4858217229767686,0.5468938946540833,0.9401792231534328,5.0
04_03_11_44_12_671001,0.3,0.5769704478528008,0.2687461394814336,1.25,51.0,71.0,0.3298611111111111,0.4166666666666667,0.0868055555555555,0.4151927437641723,0.4333333333333333,0.0181405895691609,7,18,0.6516886502639571,0.7116956562426583,0.42334445350308014,0.41760999250930403,0.5766555464969199,0.4502805880810157,0.9401792231534327,7.0
04_03_11_44_12_678177,0.3,0.5655479242979242,0.3156415643180349,1.25,47.0,71.0,0.2672619047619048,0.3404761904761905,0.0732142857142857,0.4172335600907029,0.4285714285714285,0.0113378684807256,7,18,0.5925286523165341,0.6557925527703133,0.48304044415515074,0.43104269935579925,0.5169595558448492,0.5137748551121947,0.9401792231534328,7.0
04_03_11_44_12_686157,0.3,0.6466773683832507,0.2616635782518136,1.0,47.0,71.0,0.2874149659863945,0.3554421768707483,0.0680272108843537,0.4331065759637188,0.4489795918367347,0.0158730158730158,7,18,0.585539158728263,0.5999392467119967,0.4914836082692886,0.42611236752768894,0.5085163917307114,0.5227552323702869,0.9401792231534328,7.0
04_03_11_44_12_697084,0.4,0.5655479242979242,0.3156415643180349,1.25,47.0,71.0,0.3016666666666666,0.3869047619047619,0.0852380952380952,0.2904761904761904,0.3126984126984126,0.0222222222222222,6,18,0.536224429332821,0.5999392467119967,0.5419735294564345,0.47306007677098555,0.4580264705435655,0.5764576754191759,0.9401792231534328,6.0
04_03_11_44_12_704761,0.4,0.5655479242979242,0.3156415643180349,1.25,47.0,71.0,0.3016666666666666,0.3869047619047619,0.0852380952380952,0.2904761904761904,0.3126984126984126,0.0222222222222222,6,18,0.536224429332821,0.5999392467119967,0.5419735294564345,0.47306007677098555,0.4580264705435655,0.5764576754191759,0.9401792231534328,6.0
04_03_11_44_12_712625,0.4,0.5655479242979242,0.3156415643180349,1.25,47.0,71.0,0.3016666666666666,0.3869047619047619,0.0852380952380952,0.2904761904761904,0.3126984126984126,0.0222222222222222,6,18,0.536224429332821,0.5999392467119967,0.5419735294564345,0.47306007677098555,0.4580264705435655,0.5764576754191759,0.9401792231534328,6.0
04_03_11_44_12_729627,0.5,0.5655479242979242,0.3156415643180349,1.25,47.0,71.0,0.3016666666666666,0.3869047619047619,0.0852380952380952,0.2904761904761904,0.3126984126984126,0.0222222222222222,6,18,0.536224429332821,0.5999392467119967,0.5419735294564345,0.47306007677098555,0.4580264705435655,0.5764576754191759,0.9401792231534328,6.0
04_03_11_44_12_742147,0.5,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.3035714285714285,0.3928571428571428,0.0892857142857142,0.3628117913832199,0.3809523809523809,0.0181405895691609,7,18,0.6321561448022769,0.6905396551739122,0.43453499940788975,0.4162063329100717,0.5654650005921102,0.46218315477173194,0.9401792231534328,7.0
04_03_11_44_12_806270,0.7,0.5769704478528008,0.2687461394814336,1.25,51.0,71.0,0.3298611111111111,0.4166666666666667,0.0868055555555555,0.4151927437641723,0.4333333333333333,0.0181405895691609,7,18,0.6516886502639571,0.7116956562426583,0.42334445350308014,0.41760999250930403,0.5766555464969199,0.4502805880810157,0.9401792231534327,7.0
04_03_11_44_12_847912,0.9,0.5769704478528008,0.2687461394814336,1.25,45.0,71.0,0.2283333333333333,0.3366666666666666,0.1083333333333333,0.4785714285714285,0.5385714285714285,0.06,5,18,0.6095847144756751,0.6754200471605968,0.5005920761083149,0.5127569110600335,0.4994079238916851,0.5324432446287113,0.9401792231534327,5.0
04_03_10_47_53_594942,0.3,0.6466773683832507,0.2616635782518136,1.0,47.0,71.0,0.2584821428571429,0.31875,0.0602678571428571,0.5244047619047619,0.5333333333333333,0.0089285714285714,8,4,0.6381817187166864,0.6557925527703133,0.4325505229680047,0.395215625944813,0.5674494770319953,0.4600724120633056,0.9401792231534328,8.0
04_03_10_47_53_600134,0.3,0.5655479242979242,0.3156415643180349,1.25,47.0,71.0,0.1848412698412698,0.2595238095238095,0.0746825396825396,0.5551020408163265,0.5619047619047619,0.0068027210884353,7,4,0.5946471861666502,0.6589873060215171,0.48694406060758105,0.4311920817768587,0.513055939392419,0.5179268469413029,0.9401792231534328,7.0
04_03_10_47_53_605006,0.3,0.6466773683832507,0.2616635782518136,1.0,43.0,71.0,0.2349074074074074,0.3027777777777777,0.0678703703703703,0.4877777777777777,0.5055555555555555,0.0177777777777777,6,4,0.6116610301067527,0.6288771737489915,0.48342289893920504,0.4484763221058339,0.5165771010607949,0.5141816443441153,0.9401792231534328,6.0
04_03_10_47_53_608981,0.4,0.6466773683832507,0.2616635782518136,1.0,45.0,71.0,0.2071428571428571,0.2666666666666666,0.0595238095238095,0.5861678004535146,0.5952380952380951,0.0090702947845804,7,4,0.594647186166641,0.6098942199564701,0.4821736658706664,0.43443411733647136,0.5178263341293337,0.5128529263318744,0.9401792231534328,7.0
04_03_10_47_53_613050,0.4,0.6466773683832507,0.2616635782518136,1.0,45.0,71.0,0.2071428571428571,0.2666666666666666,0.0595238095238095,0.5861678004535146,0.5952380952380951,0.0090702947845804,7,4,0.594647186166641,0.6098942199564701,0.4821736658706664,0.43443411733647136,0.5178263341293337,0.5128529263318744,0.9401792231534328,7.0
04_03_10_47_53_617668,0.4,0.5655479242979242,0.3156415643180349,1.25,43.0,71.0,0.2399444444444444,0.33,0.0900555555555555,0.3233333333333333,0.3533333333333334,0.03,5,4,0.5608123001892416,0.6288771737489915,0.5339128201263509,0.5092863641134188,0.4660871798736491,0.5678840873930042,0.9401792231534328,5.0
